Date,Close,High,Low,Open,Volume,Stock,MA_10,MA_50,RSI
2025-01-06 16:08:00+00:00,274.260009765625,274.3399963378906,273.8999938964844,274.06500244140625,5970,MAR,274.5639984130859,274.68440612792966,-105.1508535132989
2025-01-06 16:10:00+00:00,274.3599853515625,274.3699951171875,274.3299865722656,274.3699951171875,1647,MAR,274.5349975585938,274.67960571289063,-168.49769319492492
2025-01-06 16:12:00+00:00,274.3999938964844,274.4200134277344,274.2900085449219,274.3299865722656,1965,MAR,274.4689971923828,274.6674053955078,-231.2416555407209
2025-01-06 16:14:00+00:00,274.6300048828125,274.6300048828125,274.3900146484375,274.3999938964844,6079,MAR,274.4169982910156,274.6680053710937,-1787.098087098086
2025-01-06 16:16:00+00:00,274.8800048828125,274.92999267578125,274.57000732421875,274.6600036621094,3407,MAR,274.4234985351562,274.6639056396484,357.29666712385136
2025-01-06 16:18:00+00:00,275.1700134277344,275.1700134277344,274.875,274.8800048828125,1750,MAR,274.48150024414065,274.66630615234374,320.1819248826292
2025-01-06 16:20:00+00:00,275.25,275.25,275.0950012207031,275.1400146484375,1815,MAR,274.5535003662109,274.6625061035156,702.618053324767
2025-01-06 16:22:00+00:00,274.989990234375,275.25,274.989990234375,275.25,1939,MAR,274.6095001220703,274.6589056396484,-778.1041388518024
2025-01-06 16:24:00+00:00,275.04998779296875,275.05999755859375,275.0350036621094,275.05999755859375,1674,MAR,274.6994995117187,274.65930541992185,555.3506493506492
2025-01-06 16:26:00+00:00,275.17999267578125,275.19000244140625,275.1700134277344,275.1700134277344,1778,MAR,274.81699829101564,274.6670050048828,243.22143485232505
2025-01-06 16:28:00+00:00,275.04998779296875,275.04998779296875,275.04998779296875,275.04998779296875,577,MAR,274.89599609375,274.6860046386719,275.96689946593114
2025-01-06 16:30:00+00:00,275.17999267578125,275.2950134277344,275.1199951171875,275.17999267578125,5054,MAR,274.9779968261719,274.70958435058594,208.6669921875
2025-01-06 16:32:00+00:00,275.239990234375,275.3299865722656,275.2225036621094,275.25,3623,MAR,275.06199645996094,274.7323840332031,149.08306968670382
2025-01-06 16:34:00+00:00,275.3999938964844,275.3999938964844,275.20001220703125,275.20001220703125,836,MAR,275.1389953613281,274.75058410644533,127.95825949990156
2025-01-06 16:36:00+00:00,275.4599914550781,275.51251220703125,275.4599914550781,275.4649963378906,2019,MAR,275.1969940185547,274.76888366699217,132.50171663996338
2025-01-06 16:38:00+00:00,275.54998779296875,275.57000732421875,275.489990234375,275.5400085449219,2137,MAR,275.2349914550781,274.7936834716797,132.77427296507153
2025-01-06 16:40:00+00:00,275.55999755859375,275.6400146484375,275.55499267578125,275.55889892578125,2696,MAR,275.2659912109375,274.80858337402344,133.6218463076478
2025-01-06 16:42:00+00:00,275.6700134277344,275.6700134277344,275.5,275.5921936035156,5828,MAR,275.33399353027346,274.81978393554687,137.50110038440096
2025-01-06 16:44:00+00:00,275.44000244140625,275.760009765625,275.44000244140625,275.67999267578125,1763,MAR,275.3729949951172,274.8321838378906,210.7193460490463
2025-01-06 16:46:00+00:00,275.6000061035156,275.6000061035156,275.5299987792969,275.55999755859375,1131,MAR,275.4149963378906,274.8548840332031,244.194464158978
2025-01-06 16:48:00+00:00,275.5299987792969,275.57000732421875,275.510009765625,275.510009765625,740,MAR,275.46299743652344,274.86848388671876,346.44141689373305
2025-01-06 16:50:00+00:00,275.57000732421875,275.6700134277344,275.55999755859375,275.55999755859375,1885,MAR,275.5019989013672,274.88328430175784,174.13974534357573
2025-01-06 16:52:00+00:00,275.45001220703125,275.57000732421875,275.44000244140625,275.5199890136719,1664,MAR,275.5230010986328,274.8960845947266,237.4961855355508
2025-01-06 16:54:00+00:00,275.2900085449219,275.45001220703125,275.2900085449219,275.45001220703125,1635,MAR,275.5120025634766,274.9045489501953,745.3814147018032
