Date,Close,High,Low,Open,Volume,Stock,MA_10,MA_50,RSI
2025-01-06 17:00:00+00:00,4894.259765625,4894.259765625,4894.259765625,4894.259765625,520,BKNG,4908.45966796875,4885.8555078125,-232.27643820011394
2025-01-06 17:02:00+00:00,4900.77001953125,4904.7001953125,4897.60498046875,4897.60498046875,1174,BKNG,4907.2646484375,4885.017509765625,-2027.3500810372789
2025-01-06 17:04:00+00:00,4901.7998046875,4901.80517578125,4899.7001953125,4899.7001953125,507,BKNG,4906.19462890625,4884.242509765625,-2080.357142857141
2025-01-06 17:06:00+00:00,4901.7998046875,4901.7998046875,4901.7998046875,4901.7998046875,366,BKNG,4904.7005859375,4883.97810546875,3624.819102749646
2025-01-06 17:08:00+00:00,4906.53515625,4906.53515625,4906.53515625,4906.53515625,216,BKNG,4903.978125,4883.76861328125,450.89359776789087
2025-01-06 17:10:00+00:00,4907.53515625,4907.53515625,4906.759765625,4907.51513671875,28030,BKNG,4903.353662109375,4884.41931640625,-338.19568697617484
2025-01-06 17:12:00+00:00,4907.53515625,4907.53515625,4907.53515625,4907.53515625,0,BKNG,4903.03193359375,4884.40822265625,-353.1963021243117
2025-01-06 17:14:00+00:00,4907.5400390625,4907.5400390625,4902.83984375,4902.83984375,999,BKNG,4903.103955078125,4885.165224609375,-144.5653327672222
2025-01-06 17:18:00+00:00,4903.81005859375,4903.81005859375,4903.6298828125,4903.6298828125,1158,BKNG,4902.965478515625,4886.004228515625,-133.67522206409186
2025-01-06 17:20:00+00:00,4889.4599609375,4889.4599609375,4889.4599609375,4889.4599609375,334,BKNG,4902.1044921875,4886.026630859375,-54.60678217921176
2025-01-06 17:24:00+00:00,4889.240234375,4889.240234375,4889.240234375,4889.240234375,608,BKNG,4901.6025390625,4886.339833984375,-61.733663209024655
2025-01-06 17:28:00+00:00,4887.90478515625,4887.90478515625,4887.90478515625,4887.90478515625,222,BKNG,4900.316015625,4886.68703125,-70.21012958851773
2025-01-06 17:32:00+00:00,4888.634765625,4888.634765625,4885.7626953125,4885.7626953125,382,BKNG,4898.99951171875,4887.419658203125,-84.60268317853456
2025-01-06 17:34:00+00:00,4890.0,4890.0,4888.634765625,4888.634765625,1329,BKNG,4897.81953125,4888.001962890625,-190.53064682035455
2025-01-06 17:40:00+00:00,4883.7099609375,4887.80517578125,4883.7099609375,4887.80517578125,914,BKNG,4895.53701171875,4888.458466796875,-145.7419235397575
2025-01-06 17:44:00+00:00,4883.830078125,4889.7099609375,4883.830078125,4887.21484375,580,BKNG,4893.16650390625,4888.724365234375,-53.04240048424754
2025-01-06 17:46:00+00:00,4883.83984375,4883.83984375,4883.83984375,4883.83984375,680,BKNG,4890.79697265625,4888.990458984375,-44.35049752596382
2025-01-06 17:52:00+00:00,4890.7900390625,4890.7900390625,4890.7900390625,4890.7900390625,320,BKNG,4889.12197265625,4889.676259765625,-135.4754301933653
2025-01-06 17:54:00+00:00,4894.794921875,4894.794921875,4894.794921875,4894.794921875,571,BKNG,4888.220458984375,4890.469755859375,-120.82432207619365
2025-01-06 18:00:00+00:00,4891.4951171875,4891.4951171875,4891.4951171875,4891.4951171875,725,BKNG,4888.423974609375,4891.26685546875,-82.20091324200914
2025-01-06 18:08:00+00:00,4889.7099609375,4889.7099609375,4889.7099609375,4889.7099609375,580,BKNG,4888.470947265625,4891.89275390625,-73.96866268558594
2025-01-06 18:10:00+00:00,4893.77001953125,4894.47998046875,4893.169921875,4894.47998046875,1135,BKNG,4889.057470703125,4892.589052734375,-125.20123399879435
2025-01-06 18:14:00+00:00,4892.10009765625,4893.5400390625,4892.10009765625,4893.5400390625,435,BKNG,4889.40400390625,4893.24615234375,-147.22708698190308
2025-01-06 18:16:00+00:00,4889.7099609375,4889.7099609375,4889.7099609375,4889.7099609375,521,BKNG,4889.375,4893.824150390625,6896.0937500000755
2025-01-06 18:22:00+00:00,4891.490234375,4891.490234375,4891.490234375,4891.490234375,1229,BKNG,4890.15302734375,4894.742958984375,845.3559027777778
2025-01-06 18:32:00+00:00,4898.0048828125,4898.0048828125,4898.0048828125,4898.0048828125,441,BKNG,4891.5705078125,4895.56916015625,252.8208846990573
2025-01-06 18:38:00+00:00,4897.18017578125,4897.18017578125,4896.240234375,4897.18017578125,673,BKNG,4892.904541015625,4896.292958984375,290.27484143763206
2025-01-06 18:40:00+00:00,4897.240234375,4897.240234375,4897.240234375,4897.240234375,299,BKNG,4893.549560546875,4897.037763671875,324.57512813595895
2025-01-06 18:42:00+00:00,4896.8701171875,4896.8701171875,4896.8701171875,4896.8701171875,362,BKNG,4893.757080078125,4897.516669921875,178.56930840011873
2025-01-06 18:44:00+00:00,4896.3349609375,4898.10498046875,4896.3349609375,4898.05517578125,2757,BKNG,4894.241064453125,4897.687666015625,186.9660288949629
2025-01-06 18:46:00+00:00,4896.18017578125,4897.39013671875,4896.18017578125,4896.5498046875,728,BKNG,4894.8880859375,4898.0502734375,189.3799707197404
2025-01-06 18:50:00+00:00,4900.4501953125,4900.4501953125,4900.4501953125,4900.4501953125,748,BKNG,4895.556103515625,4898.339873046875,214.17812373635257
2025-01-06 18:52:00+00:00,4896.05908203125,4896.05908203125,4896.05908203125,4896.05908203125,506,BKNG,4895.952001953125,4898.479052734375,1319.8532251834677
2025-01-06 18:56:00+00:00,4895.0009765625,4895.0009765625,4895.0009765625,4895.0009765625,580,BKNG,4896.481103515625,4898.519072265625,475.9192200557103
2025-01-06 18:58:00+00:00,4900.0,4900.0,4899.80517578125,4900.0,797,BKNG,4897.332080078125,4898.63546875,210.72886020688998
2025-01-06 19:00:00+00:00,4899.35009765625,4899.35009765625,4898.5498046875,4899.28515625,1088,BKNG,4897.4666015625,4898.663671875,315.8382919145957
2025-01-06 19:02:00+00:00,4898.93017578125,4898.93017578125,4898.02978515625,4898.02978515625,680,BKNG,4897.6416015625,4898.6027734375,258.03545896482694
2025-01-06 19:04:00+00:00,4902.72998046875,4902.72998046875,4897.955078125,4897.955078125,2424,BKNG,4898.190576171875,4898.61787109375,164.54528408025502
2025-01-06 19:08:00+00:00,4903.98486328125,4905.2099609375,4903.98486328125,4905.2099609375,272,BKNG,4898.90205078125,4898.638056640625,167.259369260229
2025-01-06 19:10:00+00:00,4903.98486328125,4903.98486328125,4903.98486328125,4903.98486328125,343,BKNG,4899.667041015625,4898.69525390625,240.53237527557766
2025-01-06 19:14:00+00:00,4902.48486328125,4902.48486328125,4902.48486328125,4902.48486328125,400,BKNG,4900.297509765625,4898.74375,271.15243004418255
2025-01-06 19:18:00+00:00,4906.4501953125,4906.4501953125,4906.43994140625,4906.43994140625,562,BKNG,4900.897509765625,4898.618349609375,198.57915385431022
2025-01-06 19:20:00+00:00,4908.27001953125,4908.27001953125,4908.27001953125,4908.27001953125,165,BKNG,4902.118603515625,4898.53375,176.39525420824944
2025-01-06 19:22:00+00:00,4902.0009765625,4902.0009765625,4902.0009765625,4902.0009765625,510,BKNG,4902.818603515625,4898.23896484375,354.9034815580833
2025-01-06 19:24:00+00:00,4906.01513671875,4906.01513671875,4906.01513671875,4906.01513671875,214,BKNG,4903.4201171875,4898.084072265625,245.27852249031878
2025-01-06 19:26:00+00:00,4902.44482421875,4906.2548828125,4902.0,4905.81982421875,1201,BKNG,4903.72958984375,4897.857373046875,995.3243574051413
2025-01-06 19:28:00+00:00,4899.205078125,4903.0400390625,4898.72998046875,4900.0,1679,BKNG,4903.757080078125,4897.62642578125,631.0569610429923
2025-01-06 19:30:00+00:00,4903.35498046875,4904.31005859375,4899.482421875,4899.482421875,1779,BKNG,4903.819580078125,4897.55712890625,287.3224618621778
2025-01-06 19:42:00+00:00,4904.9599609375,4904.9599609375,4904.9599609375,4904.9599609375,312,BKNG,4903.91708984375,4897.552431640625,415.50502067336106
2025-01-06 19:46:00+00:00,4907.68017578125,4907.68017578125,4907.68017578125,4907.68017578125,632,BKNG,4904.28662109375,4897.744638671875,280.0586166471278
2025-01-06 19:50:00+00:00,4908.52978515625,4908.52978515625,4906.18017578125,4906.18017578125,1186,BKNG,4904.89111328125,4898.0300390625,251.87182095625639
2025-01-06 19:52:00+00:00,4906.68505859375,4906.68505859375,4906.68505859375,4906.68505859375,500,BKNG,4904.914599609375,4898.14833984375,515.2592592592591
2025-01-06 19:56:00+00:00,4906.68505859375,4906.68505859375,4906.68505859375,4906.68505859375,200,BKNG,4904.756103515625,4898.246044921875,708.245931283906
2025-01-06 19:58:00+00:00,4905.40478515625,4905.40478515625,4905.40478515625,4905.40478515625,601,BKNG,4905.096484375,4898.31814453125,1346.836313617605
2025-01-06 20:04:00+00:00,4905.40478515625,4905.40478515625,4902.740234375,4902.740234375,666,BKNG,4905.03544921875,4898.295537109375,654.9498327759198
2025-01-06 20:06:00+00:00,4905.40478515625,4905.40478515625,4905.40478515625,4905.40478515625,302,BKNG,4905.3314453125,4898.2529296875,-1450.0233535730945
2025-01-06 20:08:00+00:00,4902.22998046875,4907.39990234375,4902.22998046875,4907.39990234375,422,BKNG,4905.633935546875,4898.146826171875,-220.84074373484242
2025-01-06 20:12:00+00:00,4902.60986328125,4904.77490234375,4902.22021484375,4904.77490234375,1367,BKNG,4905.559423828125,4898.04822265625,2253.0874097834785
2025-01-06 20:16:00+00:00,4900.9248046875,4900.9248046875,4899.3798828125,4899.3798828125,1050,BKNG,4905.155908203125,4897.990517578125,-190.64748201438852
2025-01-06 20:22:00+00:00,4902.16015625,4902.16015625,4902.16015625,4902.16015625,317,BKNG,4904.60390625,4898.244521484375,-3843.0531732418603
